name,phone,address,website,rating,reviews
McDonald's,+44 20 7930 7530,"34/35 Strand, London, WC2N 5HY, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260007:Clicks:DIRSYN:,3.7,6806.0
McDonald's,+44 20 7828 6911,"155 Victoria St, London, SW1E 5NA, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260008:Clicks:DIRSYN:,3.8,5485.0
McDonald's,+44 20 7233 7192,"115 Buckingham Palace Rd, Victoria Place, London SW1W 9SJ, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260374:Clicks:DIRSYN:,3.9,1486.0
McDonald's,+44 20 7404 0162,"112 High Holborn, London, WC1V 6JS, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260228:Clicks:DIRSYN:,3.7,3544.0
McDonald's,+44 20 7636 4350,"8, 10 Oxford St, London W1D 1AW, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260028:Clicks:DIRSYN:,3.7,2655.0
McDonald's,+44 20 7489 8906,"1a Ludgate Hill, London, EC4M 7AA, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8261520:Clicks:DIRSYN:,4.0,2325.0
McDonald's,+44 20 7487 4003,"122 Baker St, London, W1U 6TX, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260009:Clicks:DIRSYN:,3.8,2676.0
McDonald's,+44 20 7729 6660,"432, 436 Bethnal Grn Rd, London E2 0DJ, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260190:Clicks:DIRSYN:,3.4,2246.0
McDonald's,+44 20 7287 1975,"185-187 Oxford St, London, W1D 2JU, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260244:Clicks:DIRSYN:,3.7,822.0
McDonald's,+44 20 3077 1189,"24 Cambridge Circus 84-86, Charing Cross Rd, London WC2H 8AA, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8261457:Clicks:DIRSYN:,3.7,2411.0
McDonald's,+44 20 7790 8238,"201, 217 Commercial Rd, London E1 2BT, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8261127:Clicks:DIRSYN:,3.4,3716.0
McDonald's,+44 20 8795 1961,"Stadium Retail Park, 126 Wembley Park Dr, Wembley Park, Wembley HA9 8TS, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260834:Clicks:DIRSYN:,3.8,4208.0
McDonald's,+44 20 7824 8133,"49 King's Rd, London, SW3 4ND, United Kingdom",https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260388:Clicks:DIRSYN:,3.7,1685.0
